ip_address,hostname,fqdn,region,status,vendor,model,role
10.60.56.63,NYCNYSW96,NYCNYSW96.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.70.252.222,BOIIDDS56,BOIIDDS56.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,dist
10.30.146.92,SEAWART98,SEAWART98.west.lightspeed.net,west,active,Arista,7050X3,rtr
10.10.141.131,AUSTXED33,AUSTXED33.central.lightspeed.net,central,active,Cisco,ISR4431,edge
10.30.232.40,SEAWART02,SEAWART02.west.lightspeed.net,west,active,Arista,7050X3,rtr
10.30.24.13,SEAWAED02,SEAWAED02.west.lightspeed.net,west,degraded,RAD,ETX-2,edge
10.40.189.113,JAXFLED95,JAXFLED95.southeast.lightspeed.net,southeast,active,Juniper,SRX345,edge
10.50.2.64,ABQNMCO94,ABQNMCO94.southwest.lightspeed.net,southwest,degraded,Juniper,MX204,core
10.60.118.68,NYCNYSW46,NYCNYSW46.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.70.93.74,BOIIDDS62,BOIIDDS62.northwest.lightspeed.net,northwest,retired,Juniper,QFX5120,dist
10.60.43.114,NYCNYED28,NYCNYED28.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.70.124.19,GEGWASW82,GEGWASW82.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.60.141.26,BOSMASW32,BOSMASW32.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.20.182.17,CLTNCSW77,CLTNCSW77.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.10.250.222,AUSTXSW24,AUSTXSW24.central.lightspeed.net,central,degraded,Cisco,Catalyst9300,sw
10.70.120.29,BOIIDED46,BOIIDED46.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.30.94.210,SEAWACO92,SEAWACO92.west.lightspeed.net,west,degraded,Juniper,MX204,core
10.30.169.23,SFOCADS63,SFOCADS63.west.lightspeed.net,west,active,Juniper,QFX5120,dist
10.70.73.158,BOIIDED25,BOIIDED25.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.60.135.25,BOSMAED68,BOSMAED68.northeast.lightspeed.net,northeast,degraded,Juniper,SRX345,edge
10.30.202.165,LAXCADS19,LAXCADS19.west.lightspeed.net,west,active,Juniper,QFX5120,dist
10.60.212.82,PHLPADS74,PHLPADS74.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist
10.40.119.88,MIAFLSW35,MIAFLSW35.southeast.lightspeed.net,southeast,degraded,Cisco,Catalyst9300,sw
10.60.152.28,PHLPASW41,PHLPASW41.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.60.79.162,BOSMADS39,BOSMADS39.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist
10.40.53.162,BNATNRT02,BNATNRT02.southeast.lightspeed.net,southeast,active,Arista,7050X3,rtr
10.30.23.215,SFOCART11,SFOCART11.west.lightspeed.net,west,active,Arista,7050X3,rtr
10.60.176.202,NYCNYED81,NYCNYED81.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.50.212.16,PHXAZDS25,PHXAZDS25.southwest.lightspeed.net,southwest,active,ADVA,FSP150,dist
10.30.25.39,SFOCAED46,SFOCAED46.west.lightspeed.net,west,active,Juniper,SRX345,edge
10.30.117.221,LAXCART24,LAXCART24.west.lightspeed.net,west,active,Arista,7050X3,rtr
10.20.189.57,ATLGAED54,ATLGAED54.east.lightspeed.net,east,active,Cisco,ISR4431,edge
10.50.93.159,ELPTXSW55,ELPTXSW55.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw
10.60.161.234,BOSMAED43,BOSMAED43.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.60.9.197,PHLPASW87,PHLPASW87.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw
10.30.191.35,SEAWAED77,SEAWAED77.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.70.2.252,BOIIDED59,BOIIDED59.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.70.235.107,PORORED35,PORORED35.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.70.87.44,PORORED68,PORORED68.northwest.lightspeed.net,northwest,retired,RAD,ETX-2,edge
10.40.228.195,BNATNED74,BNATNED74.southeast.lightspeed.net,southeast,active,Juniper,SRX345,edge
10.60.174.220,PHLPASW91,PHLPASW91.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.70.121.167,GEGWAAG46,GEGWAAG46.northwest.lightspeed.net,northwest,degraded,Arista,7280R,agg
10.50.192.95,PHXAZRT56,PHXAZRT56.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr
10.60.236.19,BOSMAED95,BOSMAED95.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,edge
10.70.138.211,BOIIDSW21,BOIIDSW21.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.10.156.93,DALTXSW46,DALTXSW46.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw
10.60.178.93,BOSMAED64,BOSMAED64.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.40.133.90,MIAFLAG14,MIAFLAG14.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,agg
10.60.214.184,NYCNYDS86,NYCNYDS86.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.30.12.146,SEAWAED32,SEAWAED32.west.lightspeed.net,west,degraded,Juniper,SRX345,edge
10.60.230.167,PHLPART95,PHLPART95.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr
10.10.237.116,OKCOKDS21,OKCOKDS21.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.70.95.112,PORORED76,PORORED76.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge
10.10.217.22,AUSTXDS95,AUSTXDS95.central.lightspeed.net,central,down,ADVA,FSP150,dist
10.60.89.77,NYCNYSW30,NYCNYSW30.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.20.206.237,ATLGASW32,ATLGASW32.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.60.181.190,BOSMAAG22,BOSMAAG22.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg
10.50.212.23,ABQNMSW66,ABQNMSW66.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw
10.70.119.235,GEGWADS31,GEGWADS31.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.70.130.250,PORORDS70,PORORDS70.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.70.253.228,GEGWASW11,GEGWASW11.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.30.35.7,LAXCAAG11,LAXCAAG11.west.lightspeed.net,west,active,Arista,7280R,agg
10.30.230.236,LAXCADS98,LAXCADS98.west.lightspeed.net,west,active,Juniper,QFX5120,dist
10.30.132.115,SEAWART30,SEAWART30.west.lightspeed.net,west,degraded,Arista,7050X3,rtr
10.20.15.186,PITPAED74,PITPAED74.east.lightspeed.net,east,active,RAD,ETX-2,edge
10.70.139.132,PORORED13,PORORED13.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge
10.70.131.90,PORORED61,PORORED61.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,edge
10.10.100.209,AUSTXDS46,AUSTXDS46.central.lightspeed.net,central,degraded,Juniper,QFX5120,dist
10.60.252.192,NYCNYED80,NYCNYED80.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,edge
10.20.92.140,CLTNCSW36,CLTNCSW36.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.60.74.157,PHLPAED22,PHLPAED22.northeast.lightspeed.net,northeast,retired,RAD,ETX-2,edge
10.60.140.0,BOSMACO16,BOSMACO16.northeast.lightspeed.net,northeast,active,Cisco,NCS540,core
10.10.44.44,OKCOKDS45,OKCOKDS45.central.lightspeed.net,central,down,Juniper,QFX5120,dist
10.70.77.154,BOIIDAG46,BOIIDAG46.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg
10.60.140.170,NYCNYAG07,NYCNYAG07.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,agg
10.60.28.33,NYCNYRT19,NYCNYRT19.northeast.lightspeed.net,northeast,retired,Arista,7050X3,rtr
10.20.219.0,PITPART88,PITPART88.east.lightspeed.net,east,degraded,Arista,7050X3,rtr
10.60.100.68,NYCNYSW51,NYCNYSW51.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.70.208.54,GEGWAAG66,GEGWAAG66.northwest.lightspeed.net,northwest,active,Arista,7280R,agg
10.30.26.13,LAXCART19,LAXCART19.west.lightspeed.net,west,active,Arista,7050X3,rtr
10.60.178.67,PHLPART84,PHLPART84.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr
10.30.99.175,SEAWAAG69,SEAWAAG69.west.lightspeed.net,west,active,Arista,7280R,agg
10.20.230.182,PITPADS13,PITPADS13.east.lightspeed.net,east,active,Juniper,QFX5120,dist
10.70.200.183,BOIIDDS32,BOIIDDS32.northwest.lightspeed.net,northwest,degraded,Juniper,QFX5120,dist
10.30.40.132,SFOCASW94,SFOCASW94.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.70.147.119,BOIIDDS55,BOIIDDS55.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.10.3.14,OKCOKED98,OKCOKED98.central.lightspeed.net,central,active,Cisco,ISR4431,edge
10.60.0.149,PHLPAED47,PHLPAED47.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,edge
10.70.141.12,GEGWAED85,GEGWAED85.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge
10.30.105.24,LAXCADS49,LAXCADS49.west.lightspeed.net,west,active,Juniper,QFX5120,dist
10.50.83.217,ELPTXED53,ELPTXED53.southwest.lightspeed.net,southwest,degraded,Cisco,ISR4431,edge
10.10.155.20,AUSTXSW95,AUSTXSW95.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw
10.10.97.76,OKCOKDS55,OKCOKDS55.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.30.166.49,SEAWASW19,SEAWASW19.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.30.89.50,LAXCADS26,LAXCADS26.west.lightspeed.net,west,active,ADVA,FSP150,dist
10.70.79.234,GEGWADS12,GEGWADS12.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.50.93.210,PHXAZED39,PHXAZED39.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge
10.70.154.239,GEGWAED01,GEGWAED01.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.30.244.186,LAXCART15,LAXCART15.west.lightspeed.net,west,down,Arista,7050X3,rtr
10.10.103.236,OKCOKSW29,OKCOKSW29.central.lightspeed.net,central,degraded,Cisco,Catalyst9300,sw
10.60.80.162,NYCNYDS58,NYCNYDS58.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist
10.60.77.204,PHLPADS79,PHLPADS79.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.60.128.6,BOSMADS07,BOSMADS07.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.40.179.124,JAXFLSW27,JAXFLSW27.southeast.lightspeed.net,southeast,degraded,Cisco,Catalyst9300,sw
10.30.227.220,LAXCACO18,LAXCACO18.west.lightspeed.net,west,degraded,Cisco,NCS540,core
10.60.92.158,BOSMART64,BOSMART64.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr
10.50.196.55,PHXAZSW12,PHXAZSW12.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw
10.10.158.248,OKCOKDS61,OKCOKDS61.central.lightspeed.net,central,active,Juniper,QFX5120,dist
10.70.162.81,BOIIDSW27,BOIIDSW27.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.60.147.63,NYCNYSW54,NYCNYSW54.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw
10.40.2.39,JAXFLSW04,JAXFLSW04.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw
10.10.86.38,AUSTXCO79,AUSTXCO79.central.lightspeed.net,central,active,Nokia,7750 SR-1,core
10.40.181.195,MIAFLAG77,MIAFLAG77.southeast.lightspeed.net,southeast,active,Arista,7280R,agg
10.30.86.164,SFOCAED65,SFOCAED65.west.lightspeed.net,west,degraded,RAD,ETX-2,edge
10.30.119.227,LAXCAAG99,LAXCAAG99.west.lightspeed.net,west,active,ADVA,FSP3000,agg
10.70.16.26,BOIIDAG77,BOIIDAG77.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg
10.70.207.20,BOIIDED70,BOIIDED70.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge
10.10.70.197,OKCOKDS22,OKCOKDS22.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.10.246.16,AUSTXED87,AUSTXED87.central.lightspeed.net,central,degraded,Cisco,ISR4431,edge
10.40.142.84,JAXFLED26,JAXFLED26.southeast.lightspeed.net,southeast,active,RAD,ETX-2,edge
10.50.30.17,ELPTXED77,ELPTXED77.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge
10.10.99.112,AUSTXAG39,AUSTXAG39.central.lightspeed.net,central,degraded,ADVA,FSP3000,agg
10.10.144.18,DALTXAG91,DALTXAG91.central.lightspeed.net,central,active,Arista,7280R,agg
10.60.134.1,BOSMAED25,BOSMAED25.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,edge
10.60.139.15,NYCNYED05,NYCNYED05.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.10.199.117,OKCOKDS06,OKCOKDS06.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.30.199.71,SEAWASW68,SEAWASW68.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.30.1.164,LAXCASW31,LAXCASW31.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.60.210.57,PHLPAED43,PHLPAED43.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.20.255.250,PITPART36,PITPART36.east.lightspeed.net,east,active,Arista,7050X3,rtr
10.60.103.160,BOSMAED31,BOSMAED31.northeast.lightspeed.net,northeast,degraded,Juniper,SRX345,edge
10.60.169.233,PHLPAAG31,PHLPAAG31.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg
10.30.187.198,SFOCAED24,SFOCAED24.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.60.103.78,PHLPAED23,PHLPAED23.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.60.119.187,PHLPADS01,PHLPADS01.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist
10.40.62.252,BNATNDS85,BNATNDS85.southeast.lightspeed.net,southeast,active,ADVA,FSP150,dist
10.30.11.135,SFOCACO43,SFOCACO43.west.lightspeed.net,west,active,Nokia,7750 SR-1,core
10.40.10.227,JAXFLED66,JAXFLED66.southeast.lightspeed.net,southeast,down,RAD,ETX-2,edge
10.20.230.15,ATLGAAG44,ATLGAAG44.east.lightspeed.net,east,active,ADVA,FSP3000,agg
10.70.28.249,PORORED69,PORORED69.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge
10.20.27.52,PITPADS42,PITPADS42.east.lightspeed.net,east,active,Juniper,QFX5120,dist
10.40.246.52,JAXFLAG66,JAXFLAG66.southeast.lightspeed.net,southeast,active,Arista,7280R,agg
10.60.14.55,NYCNYED30,NYCNYED30.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.60.44.218,PHLPADS89,PHLPADS89.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.10.154.138,DALTXAG67,DALTXAG67.central.lightspeed.net,central,active,Arista,7280R,agg
10.70.4.253,GEGWAAG76,GEGWAAG76.northwest.lightspeed.net,northwest,degraded,Arista,7280R,agg
10.20.219.145,PITPAED07,PITPAED07.east.lightspeed.net,east,active,RAD,ETX-2,edge
10.10.187.45,AUSTXDS22,AUSTXDS22.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.10.21.193,DALTXDS09,DALTXDS09.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.60.184.140,NYCNYED87,NYCNYED87.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.60.123.217,BOSMADS09,BOSMADS09.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.70.58.246,GEGWASW41,GEGWASW41.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw
10.70.117.93,PORORED86,PORORED86.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge
10.70.198.196,GEGWAED02,GEGWAED02.northwest.lightspeed.net,northwest,down,Juniper,SRX345,edge
10.10.74.153,DALTXDS39,DALTXDS39.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.60.253.6,PHLPART79,PHLPART79.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr
10.30.245.181,SFOCADS45,SFOCADS45.west.lightspeed.net,west,active,Juniper,QFX5120,dist
10.20.20.189,ATLGAAG82,ATLGAAG82.east.lightspeed.net,east,active,ADVA,FSP3000,agg
10.20.181.126,CLTNCRT02,CLTNCRT02.east.lightspeed.net,east,degraded,Arista,7050X3,rtr
10.60.143.10,BOSMASW95,BOSMASW95.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw
10.30.6.170,SEAWASW70,SEAWASW70.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.60.62.112,BOSMAAG60,BOSMAAG60.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,agg
10.10.53.82,DALTXCO55,DALTXCO55.central.lightspeed.net,central,active,Juniper,MX204,core
10.10.87.25,DALTXCO79,DALTXCO79.central.lightspeed.net,central,degraded,Juniper,MX204,core
10.20.179.230,PITPAED44,PITPAED44.east.lightspeed.net,east,active,RAD,ETX-2,edge
10.50.202.129,ABQNMRT98,ABQNMRT98.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr
10.60.77.251,NYCNYED25,NYCNYED25.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.70.183.224,PORORSW49,PORORSW49.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw
10.50.229.162,ABQNMED22,ABQNMED22.southwest.lightspeed.net,southwest,degraded,Cisco,ISR4431,edge
10.30.66.52,SFOCAAG04,SFOCAAG04.west.lightspeed.net,west,degraded,Arista,7280R,agg
10.70.157.105,PORORAG40,PORORAG40.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg
10.30.110.48,LAXCASW10,LAXCASW10.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.30.149.43,SFOCAED70,SFOCAED70.west.lightspeed.net,west,degraded,RAD,ETX-2,edge
10.60.60.64,BOSMASW83,BOSMASW83.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.30.38.100,SEAWADS75,SEAWADS75.west.lightspeed.net,west,degraded,Juniper,QFX5120,dist
10.70.46.212,PORORSW94,PORORSW94.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.30.122.187,SFOCAED81,SFOCAED81.west.lightspeed.net,west,active,RAD,ETX-2,edge
10.70.37.159,PORORED27,PORORED27.northwest.lightspeed.net,northwest,down,RAD,ETX-2,edge
10.30.76.50,LAXCAED40,LAXCAED40.west.lightspeed.net,west,degraded,Cisco,ISR4431,edge
10.60.80.92,BOSMAED61,BOSMAED61.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.30.135.148,LAXCAED85,LAXCAED85.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.20.92.215,ATLGADS11,ATLGADS11.east.lightspeed.net,east,degraded,ADVA,FSP150,dist
10.50.185.131,ABQNMRT23,ABQNMRT23.southwest.lightspeed.net,southwest,down,Arista,7050X3,rtr
10.70.200.146,PORORAG78,PORORAG78.northwest.lightspeed.net,northwest,down,ADVA,FSP3000,agg
10.70.91.109,GEGWACO08,GEGWACO08.northwest.lightspeed.net,northwest,active,Juniper,MX204,core
10.10.30.76,AUSTXDS43,AUSTXDS43.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.10.228.234,AUSTXSW06,AUSTXSW06.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw
10.70.124.152,GEGWAED62,GEGWAED62.northwest.lightspeed.net,northwest,degraded,Juniper,SRX345,edge
10.10.89.2,OKCOKDS30,OKCOKDS30.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.60.252.102,NYCNYDS61,NYCNYDS61.northeast.lightspeed.net,northeast,retired,Juniper,QFX5120,dist
10.60.214.243,BOSMAED15,BOSMAED15.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.60.7.213,BOSMADS67,BOSMADS67.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist
10.70.189.110,BOIIDDS37,BOIIDDS37.northwest.lightspeed.net,northwest,down,Juniper,QFX5120,dist
10.20.47.119,PITPADS56,PITPADS56.east.lightspeed.net,east,down,Juniper,QFX5120,dist
10.10.46.127,DALTXRT76,DALTXRT76.central.lightspeed.net,central,active,Arista,7050X3,rtr
10.10.39.124,AUSTXDS49,AUSTXDS49.central.lightspeed.net,central,down,Juniper,QFX5120,dist
10.60.162.94,BOSMAED11,BOSMAED11.northeast.lightspeed.net,northeast,degraded,Juniper,SRX345,edge
10.70.144.26,PORORDS59,PORORDS59.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.20.195.79,PITPASW34,PITPASW34.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.50.242.246,ELPTXDS04,ELPTXDS04.southwest.lightspeed.net,southwest,active,Juniper,QFX5120,dist
10.30.124.147,SFOCADS81,SFOCADS81.west.lightspeed.net,west,degraded,ADVA,FSP150,dist
10.40.245.239,JAXFLED38,JAXFLED38.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,edge
10.30.50.187,SEAWART27,SEAWART27.west.lightspeed.net,west,active,Arista,7050X3,rtr
10.70.100.3,PORORAG57,PORORAG57.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg
10.20.68.17,PITPART65,PITPART65.east.lightspeed.net,east,active,Arista,7050X3,rtr
10.40.218.175,JAXFLDS75,JAXFLDS75.southeast.lightspeed.net,southeast,active,Juniper,QFX5120,dist
10.70.186.67,GEGWASW19,GEGWASW19.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.60.52.61,PHLPASW24,PHLPASW24.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.30.22.136,SFOCADS97,SFOCADS97.west.lightspeed.net,west,down,ADVA,FSP150,dist
10.10.93.82,OKCOKED78,OKCOKED78.central.lightspeed.net,central,down,RAD,ETX-2,edge
10.60.22.61,NYCNYDS96,NYCNYDS96.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.60.208.165,PHLPADS95,PHLPADS95.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.70.228.80,GEGWADS77,GEGWADS77.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.20.199.124,ATLGAAG65,ATLGAAG65.east.lightspeed.net,east,degraded,Arista,7280R,agg
10.70.36.243,BOIIDSW56,BOIIDSW56.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw
10.70.66.18,GEGWADS66,GEGWADS66.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.20.190.228,ATLGADS07,ATLGADS07.east.lightspeed.net,east,down,ADVA,FSP150,dist
10.20.97.9,ATLGAED94,ATLGAED94.east.lightspeed.net,east,down,Juniper,SRX345,edge
10.70.87.7,GEGWAAG04,GEGWAAG04.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg
10.30.31.7,SFOCAED77,SFOCAED77.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.20.92.206,CLTNCED93,CLTNCED93.east.lightspeed.net,east,active,RAD,ETX-2,edge
10.60.50.39,PHLPASW55,PHLPASW55.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.20.126.69,PITPADS07,PITPADS07.east.lightspeed.net,east,active,ADVA,FSP150,dist
10.60.4.103,NYCNYDS94,NYCNYDS94.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.60.95.7,PHLPAAG48,PHLPAAG48.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,agg
