ip_address,hostname,fqdn,region,status,vendor,model,role,missing_in_inventory,missing_in_ipam
10.70.100.227,PORORSW48,PORORSW48.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.70.12.223,BOIIDSW96,BOIIDSW96.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.70.9.210,BOIIDAG76,BOIIDAG76.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg,0,0
10.70.153.111,GEGWAED22,GEGWAED22.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0
10.30.19.137,SEAWADS24,SEAWADS24.west.lightspeed.net,west,active,Juniper,QFX5120,dist,0,0
10.70.41.253,PORORDS66,PORORDS66.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0
10.60.156.186,NYCNYED21,NYCNYED21.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,0
10.10.236.105,OKCOKED15,OKCOKED15.central.lightspeed.net,central,active,Juniper,SRX345,edge,1,0
10.30.212.105,SFOCAED35,SFOCAED35.west.lightspeed.net,west,active,Juniper,SRX345,edge,0,0
10.70.170.54,GEGWART32,GEGWART32.northwest.lightspeed.net,northwest,degraded,Arista,7050X3,rtr,0,0
10.20.75.130,CLTNCED75,CLTNCED75.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0
10.30.226.238,LAXCACO67,LAXCACO67.west.lightspeed.net,west,active,Cisco,NCS540,core,0,0
10.10.22.1,AUSTXDS87,AUSTXDS87.central.lightspeed.net,central,degraded,Juniper,QFX5120,dist,0,0
10.60.194.210,NYCNYED90,NYCNYED90.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,0
10.60.201.98,BOSMAED40,BOSMAED40.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,0
10.40.31.230,BNATNED10,BNATNED10.southeast.lightspeed.net,southeast,active,Juniper,SRX345,edge,1,0
10.10.142.126,AUSTXRT06,AUSTXRT06.central.lightspeed.net,central,active,Arista,7050X3,rtr,0,0
10.70.172.61,BOIIDDS03,BOIIDDS03.northwest.lightspeed.net,northwest,retired,Juniper,QFX5120,dist,0,0
10.70.183.31,PORORDS03,PORORDS03.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0
10.60.117.60,PHLPART28,PHLPART28.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.70.147.238,BOIIDDS64,BOIIDDS64.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.70.157.66,GEGWAED54,GEGWAED54.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge,1,0
10.60.52.120,BOSMART75,BOSMART75.northeast.lightspeed.net,northeast,retired,Arista,7050X3,rtr,0,0
10.60.244.253,NYCNYED54,NYCNYED54.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,0,0
10.30.231.234,SFOCACO41,SFOCACO41.west.lightspeed.net,west,active,Juniper,MX204,core,0,0
10.60.210.56,BOSMACO59,BOSMACO59.northeast.lightspeed.net,northeast,retired,Cisco,NCS540,core,0,0
10.60.26.252,NYCNYDS10,NYCNYDS10.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0
10.50.167.49,ABQNMDS75,ABQNMDS75.southwest.lightspeed.net,southwest,down,ADVA,FSP150,dist,0,0
10.60.227.244,PHLPAED78,PHLPAED78.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,edge,0,0
10.60.77.63,BOSMASW53,BOSMASW53.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.70.12.39,GEGWAED79,GEGWAED79.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,edge,1,0
10.30.149.18,SFOCAED41,SFOCAED41.west.lightspeed.net,west,degraded,Cisco,ISR4431,edge,0,0
10.10.155.41,OKCOKED04,OKCOKED04.central.lightspeed.net,central,active,Juniper,SRX345,edge,1,0
10.30.219.49,LAXCASW06,LAXCASW06.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,0
10.30.195.84,SFOCART54,SFOCART54.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.30.27.50,SFOCAED78,SFOCAED78.west.lightspeed.net,west,degraded,RAD,ETX-2,edge,0,0
10.20.203.1,CLTNCDS07,CLTNCDS07.east.lightspeed.net,east,retired,Juniper,QFX5120,dist,0,0
10.30.68.10,SEAWAED27,SEAWAED27.west.lightspeed.net,west,active,Cisco,ISR4431,edge,0,0
10.50.226.16,PHXAZSW41,PHXAZSW41.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw,0,0
10.30.231.17,LAXCAED11,LAXCAED11.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0
10.70.192.218,BOIIDED25,BOIIDED25.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge,0,0
10.50.254.114,PHXAZSW33,PHXAZSW33.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw,0,0
10.10.43.224,OKCOKED39,OKCOKED39.central.lightspeed.net,central,degraded,Juniper,SRX345,edge,1,0
10.70.2.187,GEGWADS86,GEGWADS86.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0
10.10.34.67,AUSTXDS65,AUSTXDS65.central.lightspeed.net,central,active,Juniper,QFX5120,dist,0,0
10.40.98.128,JAXFLED29,JAXFLED29.southeast.lightspeed.net,southeast,degraded,Juniper,SRX345,edge,1,0
10.60.249.74,BOSMADS26,BOSMADS26.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,1
10.60.219.80,BOSMADS30,BOSMADS30.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.70.66.42,BOIIDSW02,BOIIDSW02.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.20.112.14,ATLGASW13,ATLGASW13.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.60.32.18,BOSMACO09,BOSMACO09.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,core,0,0
10.30.160.117,LAXCAED08,LAXCAED08.west.lightspeed.net,west,active,Juniper,SRX345,edge,1,0
10.60.62.140,NYCNYRT35,NYCNYRT35.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.40.103.208,JAXFLDS59,JAXFLDS59.southeast.lightspeed.net,southeast,retired,ADVA,FSP150,dist,0,0
10.60.213.87,NYCNYDS82,NYCNYDS82.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.30.184.232,SEAWADS72,SEAWADS72.west.lightspeed.net,west,active,ADVA,FSP150,dist,1,0
10.70.236.39,GEGWADS30,GEGWADS30.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0
10.30.50.115,SFOCAAG97,SFOCAAG97.west.lightspeed.net,west,degraded,ADVA,FSP3000,agg,0,0
10.40.98.175,BNATNAG28,BNATNAG28.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,agg,0,0
10.30.164.145,LAXCAED85,LAXCAED85.west.lightspeed.net,west,active,Juniper,SRX345,edge,0,0
10.30.197.188,SFOCASW76,SFOCASW76.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.60.163.59,NYCNYDS43,NYCNYDS43.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0
10.70.67.101,BOIIDED32,BOIIDED32.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge,1,0
10.20.126.142,CLTNCSW49,CLTNCSW49.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.70.200.150,GEGWAAG18,GEGWAAG18.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.70.100.231,BOIIDAG18,BOIIDAG18.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg,0,0
10.70.52.87,GEGWAED77,GEGWAED77.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0
10.40.74.56,MIAFLSW88,MIAFLSW88.southeast.lightspeed.net,southeast,degraded,Cisco,Catalyst9300,sw,0,0
10.20.79.229,CLTNCSW44,CLTNCSW44.east.lightspeed.net,east,retired,Cisco,Catalyst9300,sw,0,0
10.20.131.47,PITPAED75,PITPAED75.east.lightspeed.net,east,down,Cisco,ISR4431,edge,1,0
10.30.9.73,SFOCAAG35,SFOCAAG35.west.lightspeed.net,west,active,ADVA,FSP3000,agg,0,0
10.20.163.75,ATLGAED53,ATLGAED53.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0
10.60.128.147,PHLPAAG61,PHLPAAG61.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0
10.20.63.177,CLTNCDS20,CLTNCDS20.east.lightspeed.net,east,degraded,ADVA,FSP150,dist,0,0
10.60.120.243,PHLPAAG35,PHLPAAG35.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0
10.70.248.167,BOIIDAG29,BOIIDAG29.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.60.247.129,PHLPASW53,PHLPASW53.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1
10.10.79.237,OKCOKDS81,OKCOKDS81.central.lightspeed.net,central,active,Juniper,QFX5120,dist,0,0
10.70.149.19,GEGWAED49,GEGWAED49.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge,1,0
10.60.250.214,NYCNYRT41,NYCNYRT41.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.20.120.136,CLTNCDS43,CLTNCDS43.east.lightspeed.net,east,active,ADVA,FSP150,dist,0,0
10.30.150.12,LAXCAAG53,LAXCAAG53.west.lightspeed.net,west,active,Arista,7280R,agg,0,0
10.40.27.81,JAXFLAG81,JAXFLAG81.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,agg,0,0
10.70.9.175,PORORAG17,PORORAG17.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg,0,0
10.70.199.192,GEGWADS18,GEGWADS18.northwest.lightspeed.net,northwest,down,Juniper,QFX5120,dist,0,0
10.40.43.14,MIAFLCO74,MIAFLCO74.southeast.lightspeed.net,southeast,degraded,Juniper,MX204,core,0,0
10.30.66.12,SFOCAED09,SFOCAED09.west.lightspeed.net,west,active,Cisco,ISR4431,edge,1,0
10.70.191.232,GEGWADS24,GEGWADS24.northwest.lightspeed.net,northwest,degraded,Juniper,QFX5120,dist,0,0
10.10.80.0,AUSTXDS62,AUSTXDS62.central.lightspeed.net,central,active,Juniper,QFX5120,dist,0,0
10.30.122.240,SEAWAED02,SEAWAED02.west.lightspeed.net,west,active,Cisco,ISR4431,edge,1,0
10.10.170.12,AUSTXSW87,AUSTXSW87.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.70.157.3,BOIIDRT36,BOIIDRT36.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.50.62.223,ABQNMSW22,ABQNMSW22.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw,0,0
10.70.93.168,BOIIDCO09,BOIIDCO09.northwest.lightspeed.net,northwest,active,Cisco,NCS540,core,0,0
10.20.186.236,CLTNCAG79,CLTNCAG79.east.lightspeed.net,east,active,Arista,7280R,agg,0,0
10.10.144.145,AUSTXDS07,AUSTXDS07.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0
10.60.227.216,PHLPASW55,PHLPASW55.northeast.lightspeed.net,northeast,down,Cisco,Catalyst9300,sw,0,0
10.60.2.223,BOSMAAG48,BOSMAAG48.northeast.lightspeed.net,northeast,down,ADVA,FSP3000,agg,0,0
10.30.206.72,SEAWADS29,SEAWADS29.west.lightspeed.net,west,down,Juniper,QFX5120,dist,0,0
10.70.184.198,PORORDS91,PORORDS91.northwest.lightspeed.net,northwest,down,ADVA,FSP150,dist,0,0
10.60.96.194,BOSMASW10,BOSMASW10.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.50.129.167,PHXAZDS30,PHXAZDS30.southwest.lightspeed.net,southwest,degraded,ADVA,FSP150,dist,0,0
10.10.171.175,AUSTXED93,AUSTXED93.central.lightspeed.net,central,active,RAD,ETX-2,edge,1,0
10.70.16.74,GEGWAED97,GEGWAED97.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge,1,0
10.10.54.254,AUSTXDS74,AUSTXDS74.central.lightspeed.net,central,degraded,ADVA,FSP150,dist,0,0
10.70.71.10,GEGWAED56,GEGWAED56.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,1,0
10.70.146.189,PORORSW89,PORORSW89.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.60.186.205,BOSMADS37,BOSMADS37.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.60.218.161,NYCNYDS06,NYCNYDS06.northeast.lightspeed.net,northeast,down,Juniper,QFX5120,dist,0,1
10.30.80.84,LAXCACO39,LAXCACO39.west.lightspeed.net,west,down,Juniper,MX204,core,0,0
10.60.254.72,BOSMAAG51,BOSMAAG51.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,1
10.20.164.76,PITPASW16,PITPASW16.east.lightspeed.net,east,degraded,Cisco,Catalyst9300,sw,0,0
10.70.119.2,PORORAG34,PORORAG34.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg,0,0
10.70.242.145,PORORDS52,PORORDS52.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.30.15.109,SFOCADS64,SFOCADS64.west.lightspeed.net,west,active,Juniper,QFX5120,dist,0,0
10.20.207.196,CLTNCED84,CLTNCED84.east.lightspeed.net,east,retired,Cisco,ISR4431,edge,1,0
10.30.193.71,SEAWASW36,SEAWASW36.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,1
10.60.9.153,PHLPAAG90,PHLPAAG90.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0
10.60.228.41,PHLPAED52,PHLPAED52.northeast.lightspeed.net,northeast,down,RAD,ETX-2,edge,0,1
10.60.33.35,BOSMAED21,BOSMAED21.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,0
10.70.16.127,PORORSW63,PORORSW63.northwest.lightspeed.net,northwest,down,Cisco,Catalyst9300,sw,0,0
10.30.217.157,SFOCADS75,SFOCADS75.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0
10.70.83.72,PORORAG32,PORORAG32.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000,agg,0,0
10.50.178.42,ELPTXDS11,ELPTXDS11.southwest.lightspeed.net,southwest,active,ADVA,FSP150,dist,0,0
10.40.250.110,MIAFLDS21,MIAFLDS21.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150,dist,0,0
10.40.130.123,MIAFLSW32,MIAFLSW32.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0
10.70.45.73,PORORCO56,PORORCO56.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,core,0,0
10.60.4.166,PHLPADS51,PHLPADS51.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.60.112.173,PHLPAED80,PHLPAED80.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,0
10.60.125.85,BOSMADS51,BOSMADS51.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0
10.20.200.3,CLTNCED21,CLTNCED21.east.lightspeed.net,east,degraded,Cisco,ISR4431,edge,0,0
10.40.20.163,MIAFLSW26,MIAFLSW26.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0
10.10.129.188,DALTXSW04,DALTXSW04.central.lightspeed.net,central,down,Cisco,Catalyst9300,sw,0,0
10.40.44.186,MIAFLDS62,MIAFLDS62.southeast.lightspeed.net,southeast,active,ADVA,FSP150,dist,1,0
10.60.219.48,NYCNYDS73,NYCNYDS73.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.30.68.133,LAXCAED67,LAXCAED67.west.lightspeed.net,west,degraded,Juniper,SRX345,edge,1,0
10.60.18.49,PHLPAED75,PHLPAED75.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,0
10.70.225.176,GEGWACO76,GEGWACO76.northwest.lightspeed.net,northwest,active,Juniper,MX204,core,0,0
10.20.118.8,CLTNCDS45,CLTNCDS45.east.lightspeed.net,east,active,ADVA,FSP150,dist,0,0
10.70.70.210,GEGWART07,GEGWART07.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.70.193.155,PORORSW26,PORORSW26.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.30.143.111,LAXCASW66,LAXCASW66.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.50.231.115,PHXAZAG78,PHXAZAG78.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,agg,0,0
10.20.164.243,CLTNCED50,CLTNCED50.east.lightspeed.net,east,degraded,Juniper,SRX345,edge,0,0
10.10.208.55,OKCOKDS66,OKCOKDS66.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0
10.60.55.171,PHLPART37,PHLPART37.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr,0,0
10.30.130.185,SFOCAAG53,SFOCAAG53.west.lightspeed.net,west,active,Arista,7280R,agg,0,0
10.10.172.71,AUSTXDS85,AUSTXDS85.central.lightspeed.net,central,active,Juniper,QFX5120,dist,0,0
10.30.123.51,LAXCAED39,LAXCAED39.west.lightspeed.net,west,down,RAD,ETX-2,edge,1,0
10.60.71.10,NYCNYSW84,NYCNYSW84.northeast.lightspeed.net,northeast,down,Cisco,Catalyst9300,sw,0,0
10.60.190.252,BOSMAAG61,BOSMAAG61.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,agg,0,0
10.30.162.159,LAXCADS29,LAXCADS29.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0
10.10.87.86,AUSTXSW80,AUSTXSW80.central.lightspeed.net,central,degraded,Cisco,Catalyst9300,sw,0,0
10.70.70.236,PORORAG44,PORORAG44.northwest.lightspeed.net,northwest,degraded,Arista,7280R,agg,0,0
10.30.162.82,SEAWASW91,SEAWASW91.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,1,0
10.70.29.117,BOIIDDS51,BOIIDDS51.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.20.171.146,PITPASW66,PITPASW66.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.60.65.28,BOSMADS42,BOSMADS42.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.70.141.181,BOIIDED13,BOIIDED13.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge,1,0
10.70.151.159,GEGWASW67,GEGWASW67.northwest.lightspeed.net,northwest,down,Cisco,Catalyst9300,sw,0,0
10.40.99.87,BNATNAG85,BNATNAG85.southeast.lightspeed.net,southeast,active,Arista,7280R,agg,0,0
10.30.34.205,LAXCASW19,LAXCASW19.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.40.109.57,BNATNDS78,BNATNDS78.southeast.lightspeed.net,southeast,active,ADVA,FSP150,dist,1,0
10.30.9.9,SFOCASW03,SFOCASW03.west.lightspeed.net,west,down,Cisco,Catalyst9300,sw,0,0
10.70.145.10,PORORAG37,PORORAG37.northwest.lightspeed.net,northwest,down,Arista,7280R,agg,0,0
10.70.208.9,BOIIDDS50,BOIIDDS50.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0
10.10.172.242,OKCOKCO75,OKCOKCO75.central.lightspeed.net,central,active,Cisco,NCS540,core,0,0
10.70.209.55,BOIIDSW99,BOIIDSW99.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.60.98.166,NYCNYRT47,NYCNYRT47.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr,0,1
10.70.223.248,PORORAG53,PORORAG53.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.60.39.255,PHLPADS33,PHLPADS33.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist,0,1
10.10.105.196,AUSTXDS58,AUSTXDS58.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0
10.30.244.184,SEAWAED04,SEAWAED04.west.lightspeed.net,west,degraded,Cisco,ISR4431,edge,0,0
10.40.21.25,MIAFLSW44,MIAFLSW44.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0
10.70.83.173,PORORRT24,PORORRT24.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.60.94.198,PHLPASW44,PHLPASW44.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,0,0
10.70.11.43,BOIIDED52,BOIIDED52.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge,1,0
10.20.232.1,PITPAED88,PITPAED88.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0
10.30.177.22,LAXCACO74,LAXCACO74.west.lightspeed.net,west,active,Juniper,MX204,core,0,0
10.70.16.193,BOIIDCO70,BOIIDCO70.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,core,0,0
10.50.80.212,ELPTXED19,ELPTXED19.southwest.lightspeed.net,southwest,active,Juniper,SRX345,edge,0,0
10.30.67.126,SEAWART32,SEAWART32.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.40.126.53,JAXFLED03,JAXFLED03.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,edge,0,0
10.20.176.190,ATLGADS87,ATLGADS87.east.lightspeed.net,east,active,Juniper,QFX5120,dist,0,0
10.70.52.250,GEGWAAG29,GEGWAAG29.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg,0,0
10.60.155.207,NYCNYDS98,NYCNYDS98.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.50.8.194,ABQNMAG16,ABQNMAG16.southwest.lightspeed.net,southwest,active,Arista,7280R,agg,0,0
10.70.195.106,GEGWADS10,GEGWADS10.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,dist,0,0
10.10.54.67,AUSTXSW91,AUSTXSW91.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.60.179.146,BOSMACO83,BOSMACO83.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,core,0,0
10.30.117.64,LAXCAED92,LAXCAED92.west.lightspeed.net,west,down,Juniper,SRX345,edge,1,0
10.60.82.41,PHLPACO16,PHLPACO16.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,core,0,0
10.30.30.117,LAXCAAG82,LAXCAAG82.west.lightspeed.net,west,active,Arista,7280R,agg,0,0
10.10.228.20,AUSTXDS32,AUSTXDS32.central.lightspeed.net,central,active,Juniper,QFX5120,dist,0,0
10.60.149.39,PHLPAAG21,PHLPAAG21.northeast.lightspeed.net,northeast,degraded,Arista,7280R,agg,0,1
10.70.9.255,GEGWART08,GEGWART08.northwest.lightspeed.net,northwest,down,Arista,7050X3,rtr,0,0
10.10.90.33,AUSTXDS70,AUSTXDS70.central.lightspeed.net,central,retired,Juniper,QFX5120,dist,0,0
10.60.45.105,BOSMAED54,BOSMAED54.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,0
10.30.74.227,SFOCASW37,SFOCASW37.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,0
10.60.90.157,NYCNYSW22,NYCNYSW22.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1
10.40.240.161,BNATNRT17,BNATNRT17.southeast.lightspeed.net,southeast,active,Arista,7050X3,rtr,0,0
10.60.150.176,PHLPADS07,PHLPADS07.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0
10.60.42.66,PHLPASW83,PHLPASW83.northeast.lightspeed.net,northeast,down,Cisco,Catalyst9300,sw,0,0
10.70.73.250,GEGWASW07,GEGWASW07.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.30.54.111,LAXCAED13,LAXCAED13.west.lightspeed.net,west,active,Cisco,ISR4431,edge,1,0
10.70.172.47,GEGWADS69,GEGWADS69.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.70.249.157,GEGWADS31,GEGWADS31.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.70.206.120,BOIIDDS43,BOIIDDS43.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0
10.70.178.53,BOIIDDS74,BOIIDDS74.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.60.224.21,NYCNYED05,NYCNYED05.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,1,0
10.60.221.72,BOSMAAG01,BOSMAAG01.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0
10.30.82.237,SEAWADS67,SEAWADS67.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0
10.20.191.154,PITPADS84,PITPADS84.east.lightspeed.net,east,active,ADVA,FSP150,dist,1,0
10.10.37.33,AUSTXED19,AUSTXED19.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0
10.10.3.33,DALTXDS86,DALTXDS86.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0
10.70.149.11,BOIIDED04,BOIIDED04.northwest.lightspeed.net,northwest,degraded,Juniper,SRX345,edge,1,0
10.10.200.143,OKCOKAG55,OKCOKAG55.central.lightspeed.net,central,active,ADVA,FSP3000,agg,0,0
10.30.147.146,SFOCAAG81,SFOCAAG81.west.lightspeed.net,west,degraded,ADVA,FSP3000,agg,0,0
