asset_id,region,missing_in_ipam
378,northwest,0
379,northwest,0
380,northwest,0
381,northeast,0
382,northwest,0
383,southwest,0
384,southwest,0
385,west,0
386,west,0
387,northeast,0
388,east,0
389,west,0
390,central,0
391,east,0
392,west,0
393,northwest,0
394,west,0
395,,1
396,southeast,0
397,east,0
398,northwest,0
399,northeast,0
400,southwest,0
401,central,0
402,west,0
403,west,0
404,northwest,0
405,northeast,0
406,west,0
407,northeast,0
408,east,0
409,northeast,0
410,northwest,0
411,east,0
412,west,0
413,northwest,0
414,northeast,0
415,northeast,0
416,northwest,0
417,southwest,0
418,northeast,0
419,northeast,0
420,,1
421,northeast,0
422,northwest,0
423,northwest,0
424,northeast,0
425,central,0
426,east,0
427,northwest,0
428,east,0
429,northwest,0
430,northwest,0
431,northwest,0
432,southeast,0
433,northwest,0
434,northeast,0
435,southeast,0
436,east,0
437,northeast,0
438,northwest,0
439,southwest,0
440,northwest,0
441,central,0
442,west,0
443,west,0
444,west,0
445,central,0
446,southwest,0
447,central,0
448,northwest,0
449,northwest,0
450,central,0
451,,1
452,southeast,0
453,,1
454,west,0
455,east,0
456,west,0
457,northwest,0
458,west,0
459,northwest,0
460,west,0
461,northwest,0
462,,1
463,northeast,0
464,northwest,0
465,east,0
466,west,0
467,northwest,0
468,northwest,0
469,west,0
470,central,0
471,central,0
472,northeast,0
473,central,0
474,central,0
475,central,0
476,northwest,0
477,west,0
478,northeast,0
479,northwest,0
480,west,0
481,northwest,0
482,northeast,0
483,northeast,0
484,,1
485,west,0
486,east,0
487,northeast,0
488,,1
489,northwest,0
490,west,0
491,northwest,0
492,,1
493,,1
494,east,0
495,southeast,0
496,east,0
497,west,0
498,west,0
499,northeast,0
500,northwest,0
501,west,0
502,west,0
503,northwest,0
504,central,0
505,west,0
506,,1
507,northeast,0
508,northeast,0
509,northwest,0
510,east,0
511,northwest,0
512,northeast,0
513,,1
514,west,0
515,southwest,0
516,northeast,0
517,southeast,0
518,northeast,0
519,southwest,0
520,central,0
521,west,0
522,west,0
523,northwest,0
524,east,0
525,,1
526,west,0
527,northwest,0
528,west,0
529,central,0
530,northwest,0
531,west,0
532,northeast,0
533,west,0
534,west,0
535,west,0
536,northeast,0
537,west,0
538,west,0
539,east,0
540,northeast,0
541,northeast,0
542,central,0
543,northwest,0
544,,1
545,southeast,0
546,west,0
547,,1
548,northeast,0
549,west,0
550,northwest,0
551,northwest,0
552,west,0
553,southwest,0
554,northwest,0
555,east,0
556,west,0
557,northwest,0
558,central,0
559,northwest,0
560,central,0
561,northwest,0
562,northwest,0
563,northwest,0
564,east,0
565,northwest,0
566,northeast,0
567,west,0
568,west,0
569,northwest,0
570,northeast,0
571,northwest,0
572,,1
573,northeast,0
574,west,0
575,northeast,0
576,northeast,0
577,northeast,0
578,northwest,0
579,southwest,0
580,central,0
581,,1
582,central,0
583,east,0
584,northeast,0
585,west,0
586,northwest,0
587,northeast,0
588,northwest,0
589,,1
590,east,0
591,east,0
592,northeast,0
593,central,0
594,southwest,0
595,central,0
596,west,0
597,west,0
598,east,0
599,central,0
600,east,0
601,northeast,0
602,east,0
603,west,0
604,east,0
605,west,0
606,central,0
607,northeast,0
608,central,0
609,east,0
610,southwest,0
611,northwest,0
612,east,0
613,northwest,0
614,northeast,0
615,southwest,0
616,northwest,0
617,central,0
618,northwest,0
619,northeast,0
620,southeast,0
621,,1
622,west,0
623,west,0
624,northeast,0
625,west,0
626,west,0
627,northwest,0
628,,1
629,northwest,0
630,northwest,0
631,northwest,0
632,southeast,0
633,central,0
634,northeast,0
635,east,0
636,northwest,0
637,west,0
638,northwest,0
639,southwest,0
640,northwest,0
641,,1
642,central,0
643,northeast,0
644,west,0
645,,1
646,central,0
647,west,0
648,northwest,0
649,northeast,0
650,central,0
651,southeast,0
652,west,0
653,northwest,0
654,southeast,0
655,northwest,0
656,northwest,0
657,northeast,0
658,west,0
659,northeast,0
660,west,0
661,southwest,0
662,east,0
663,,1
664,,1
665,southeast,0
666,central,0
667,central,0
668,east,0
669,central,0
670,west,0
671,northeast,0
672,northwest,0
673,northeast,0
674,northwest,0
675,southeast,0
676,west,0
677,southwest,0
678,west,0
679,east,0
680,northwest,0
681,west,0
682,west,0
683,west,0
684,west,0
685,northwest,0
686,northeast,0
687,east,0
688,west,0
689,east,0
690,northeast,0
691,east,0
692,west,0
693,northwest,0
694,northeast,0
695,northwest,0
696,west,0
697,northeast,0
698,northwest,0
699,northwest,0
700,west,0
701,west,0
702,west,0
703,west,0
704,northwest,0
705,west,0
706,northeast,0
707,southeast,0
708,central,0
709,west,0
710,west,0
711,southwest,0
712,central,0
713,southwest,0
714,northeast,0
715,central,0
716,northwest,0
717,northeast,0
718,southwest,0
719,west,0
720,east,0
721,southwest,0
722,west,0
723,northwest,0
724,west,0
725,northeast,0
726,central,0
727,northwest,0
728,northeast,0
729,northeast,0
730,central,0
731,southeast,0
732,west,0
733,northeast,0
734,,1
735,west,0
736,,1
737,west,0
738,east,0
739,northwest,0
740,west,0
741,west,0
742,,1
743,southwest,0
744,west,0
745,northwest,0
746,,1
747,northwest,0
748,northeast,0
749,central,0
750,northeast,0
751,northwest,0
752,southwest,0
753,southeast,0
754,northeast,0
755,northwest,0
756,west,0
757,southeast,0
758,east,0
759,west,0
760,southeast,0
761,west,0
762,northeast,0
763,southeast,0
764,northwest,0
765,southeast,0
766,,1
767,southwest,0
768,northwest,0
769,west,0
770,northwest,0
771,northeast,0
772,,1
773,,1
774,west,0
775,northeast,0
776,northeast,0
777,,1
778,east,0
779,northeast,0
780,,1
781,southwest,0
782,central,0
783,west,0
784,northwest,0
785,northwest,0
786,southwest,0
787,northeast,0
788,west,0
789,,1
790,central,0
791,east,0
792,west,0
793,west,0
794,northwest,0
795,northeast,0
796,northeast,0
797,west,0
798,northwest,0
799,east,0
800,northwest,0
801,northeast,0
802,northwest,0
803,northeast,0
804,northeast,0
805,central,0
806,central,0
807,west,0
808,northeast,0
809,west,0
810,west,0
811,west,0
812,east,0
813,central,0
814,,1
815,central,0
816,west,0
817,,1
818,northeast,0
819,southeast,0
820,northeast,0
821,northwest,0
822,,1
823,northeast,0
824,west,0
825,west,0
826,northwest,0
827,west,0
828,northeast,0
829,northeast,0
830,west,0
831,northwest,0
832,,1
833,east,0
834,west,0
835,east,0
836,west,0
837,northwest,0
838,northwest,0
839,northwest,0
840,west,0
841,northeast,0
842,northeast,0
843,northeast,0
844,central,0
845,west,0
846,,1
847,northwest,0
848,northeast,0
849,west,0
850,central,0
851,west,0
852,northwest,0
853,,1
854,west,0
855,northwest,0
856,northwest,0
857,central,0
858,central,0
859,northwest,0
860,northwest,0
861,northwest,0
862,west,0
863,,1
864,northeast,0
865,northwest,0
866,northeast,0
867,northwest,0
868,northeast,0
869,central,0
870,west,0
871,central,0
872,east,0
873,,1
874,east,0
875,central,0
876,northeast,0
877,central,0
878,northeast,0
879,northwest,0
880,northwest,0
881,west,0
882,northwest,0
883,northwest,0
884,northeast,0
885,northeast,0
886,west,0
887,west,0
888,northwest,0
889,northwest,0
890,west,0
891,northwest,0
892,,1
893,central,0
894,northeast,0
895,west,0
896,west,0
897,west,0
898,,1
899,northwest,0
900,central,0
901,east,0
902,northeast,0
903,southeast,0
904,southeast,0
905,northwest,0
906,east,0
907,central,0
908,southeast,0
909,east,0
910,northwest,0
911,west,0
912,northwest,0
913,west,0
914,northwest,0
915,,1
916,northeast,0
917,northwest,0
918,southeast,0
919,east,0
920,northwest,0
921,northwest,0
922,northeast,0
923,west,0
924,northeast,0
925,northeast,0
926,southwest,0
927,northeast,0
928,,1
929,northwest,0
930,northwest,0
931,central,0
932,northwest,0
933,east,0
934,northeast,0
935,central,0
936,west,0
937,northwest,0
938,northwest,0
939,west,0
940,northwest,0
941,west,0
942,central,0
943,northwest,0
944,northwest,0
945,central,0
946,west,0
947,central,0
948,central,0
949,,1
950,southeast,0
951,west,0
952,northwest,0
953,west,0
954,southeast,0
955,west,0
956,central,0
957,northeast,0
958,west,0
959,northeast,0
960,northwest,0
961,northeast,0
962,northwest,0
963,northeast,0
964,west,0
965,southeast,0
966,central,0
967,southeast,0
968,northeast,0
969,northwest,0
970,northwest,0
971,central,0
972,east,0
973,,1
974,southwest,0
975,northwest,0
976,northeast,0
977,northeast,0
978,east,0
979,northeast,0
980,southwest,0
981,west,0
982,west,0
983,east,0
984,central,0
985,northwest,0
986,east,0
987,northwest,0
988,northwest,0
989,northwest,0
990,northeast,0
991,northwest,0
992,west,0
993,,1
994,northeast,0
995,east,0
996,southeast,0
997,northwest,0
998,west,0
999,northwest,0
1000,west,0
1001,central,0
1002,northwest,0
1003,west,0
1004,southeast,0
1005,east,0
1006,,1
1007,northwest,0
1008,southeast,0
1009,east,0
1010,east,0
1011,west,0
1012,northwest,0
1013,northeast,0
1014,northwest,0
1015,central,0
1016,west,0
1017,northwest,0
1018,east,0
1019,northwest,0
1020,northeast,0
1021,central,0
1022,west,0
1023,,1
1024,northwest,0
1025,northwest,0
1026,northwest,0
1027,central,0
1028,,1
1029,northwest,0
1030,southeast,0
1031,central,0
1032,northwest,0
1033,northeast,0
1034,northwest,0
1035,northwest,0
1036,west,0
1037,northwest,0
1038,,1
1039,,1
1040,northwest,0
1041,northwest,0
1042,northeast,0
1043,southeast,0
1044,west,0
1045,northwest,0
1046,central,0
1047,northwest,0
1048,northwest,0
1049,east,0
1050,northeast,0
1051,west,0
1052,east,0
1053,northeast,0
1054,northwest,0
1055,central,0
1056,west,0
1057,southwest,0
1058,east,0
1059,,1
1060,west,0
1061,northwest,0
1062,southwest,0
1063,northwest,0
1064,northeast,0
1065,northeast,0
1066,,1
1067,southeast,0
1068,northeast,0
1069,central,0
1070,northwest,0
1071,west,0
1072,west,0
1073,east,0
1074,northwest,0
1075,east,0
1076,east,0
1077,northwest,0
1078,southeast,0
1079,east,0
1080,west,0
1081,northwest,0
1082,west,0
1083,northwest,0
1084,northwest,0
1085,west,0
1086,central,0
1087,northeast,0
1088,,1
1089,northwest,0
1090,northwest,0
1091,northwest,0
1092,west,0
1093,,1
1094,northeast,0
1095,west,0
1096,west,0
1097,west,0
1098,northwest,0
1099,northwest,0
1100,northwest,0
1101,northwest,0
1102,northwest,0
1103,northwest,0
1104,northeast,0
1105,west,0
1106,,1
1107,west,0
1108,northwest,0
1109,northeast,0
1110,east,0
1111,northwest,0
1112,west,0
1113,west,0
1114,northwest,0
1115,northwest,0
1116,northeast,0
1117,west,0
1118,northwest,0
1119,southeast,0
1120,southwest,0
1121,central,0
1122,northeast,0
1123,west,0
1124,central,0
1125,west,0
1126,east,0
1127,east,0
1128,northeast,0
1129,southwest,0
1130,west,0
1131,west,0
1132,,1
1133,northeast,0
1134,central,0
1135,east,0
1136,east,0
1137,northwest,0
1138,,1
1139,east,0
1140,east,0
1141,northwest,0
1142,northwest,0
1143,west,0
1144,,1
1145,northwest,0
1146,northeast,0
1147,northeast,0
1148,northwest,0
1149,northwest,0
1150,central,0
1151,northeast,0
1152,west,0
1153,northwest,0
1154,southeast,0
1155,northwest,0
1156,west,0
1157,northwest,0
1158,northwest,0
1159,southwest,0
1160,west,0
1161,east,0
1162,northwest,0
1163,northeast,0
1164,,1
1165,northeast,0
1166,central,0
1167,southeast,0
1168,east,0
1169,east,0
1170,east,0
1171,northwest,0
1172,west,0
1173,northwest,0
1174,northwest,0
1175,southeast,0
1176,central,0
1177,northeast,0
1178,west,0
1179,west,0
1180,west,0
1181,west,0
1182,northwest,0
1183,east,0
1184,northwest,0
1185,northeast,0
1186,,1
1187,,1
1188,central,0
1189,northeast,0
1190,southwest,0
1191,northwest,0
1192,central,0
1193,northwest,0
1194,northeast,0
1195,northwest,0
1196,,1
1197,east,0
1198,west,0
1199,,1
1200,northeast,0
1201,central,0
1202,southeast,0
1203,,1
1204,,1
1205,southwest,0
1206,west,0
1207,west,0
1208,west,0
1209,northeast,0
1210,northwest,0
1211,central,0
1212,northeast,0
1213,northwest,0
1214,southwest,0
1215,northeast,0
1216,central,0
1217,west,0
1218,southeast,0
1219,northwest,0
1220,northeast,0
1221,northwest,0
1222,northeast,0
1223,east,0
1224,northeast,0
1225,northeast,0
1226,northwest,0
1227,northwest,0
1228,southeast,0
1229,northeast,0
1230,northwest,0
1231,northwest,0
1232,,1
1233,west,0
1234,northeast,0
1235,southwest,0
1236,west,0
1237,northwest,0
1238,east,0
1239,east,0
1240,northeast,0
1241,west,0
1242,central,0
1243,southeast,0
1244,northwest,0
1245,,1
1246,west,0
1247,northwest,0
1248,central,0
1249,southwest,0
1250,southeast,0
1251,east,0
1252,southeast,0
1253,west,0
1254,northeast,0
1255,southeast,0
1256,northwest,0
1257,east,0
1258,northwest,0
1259,west,0
1260,northwest,0
1261,northwest,0
1262,northwest,0
1263,northwest,0
1264,southwest,0
1265,,1
1266,northwest,0
1267,northeast,0
1268,,1
1269,central,0
1270,west,0
1271,central,0
1272,northwest,0
1273,northwest,0
1274,northeast,0
1275,west,0
1276,west,0
1277,central,0
1278,east,0
1279,central,0
1280,northwest,0
1281,northeast,0
1282,central,0
1283,west,0
1284,east,0
1285,northwest,0
1286,central,0
1287,west,0
1288,west,0
1289,northeast,0
1290,west,0
1291,southeast,0
1292,west,0
1293,west,0
1294,northeast,0
1295,central,0
1296,west,0
1297,west,0
1298,central,0
1299,,1
1300,central,0
1301,west,0
1302,,1
1303,central,0
1304,west,0
1305,central,0
1306,southeast,0
1307,central,0
1308,northeast,0
1309,southwest,0
1310,west,0
1311,northwest,0
1312,west,0
1313,,1
1314,northwest,0
1315,northwest,0
1316,northwest,0
1317,west,0
1318,northeast,0
1319,northeast,0
1320,west,0
1321,west,0
1322,central,0
1323,northwest,0
1324,northwest,0
1325,,1
1326,east,0
1327,central,0
1328,northwest,0
1329,northwest,0
1330,west,0
1331,southeast,0
1332,east,0
1333,northeast,0
1334,northeast,0
1335,northwest,0
1336,,1
1337,central,0
1338,central,0
1339,central,0
1340,west,0
1341,northeast,0
1342,west,0
1343,northwest,0
1344,east,0
1345,northeast,0
1346,central,0
1347,west,0
1348,west,0
1349,east,0
1350,northwest,0
1351,,1
1352,northwest,0
1353,west,0
1354,northwest,0
1355,central,0
1356,,1
1357,northwest,0
1358,central,0
1359,northwest,0
1360,west,0
1361,southeast,0
1362,northeast,0
1363,west,0
1364,east,0
1365,,1
1366,central,0
1367,west,0
1368,northwest,0
1369,northwest,0
1370,west,0
1371,west,0
1372,northeast,0
1373,northwest,0
1374,central,0
1375,southwest,0
1376,west,0
1377,northeast,0
1378,east,0
1379,east,0
1380,northwest,0
1381,west,0
1382,west,0
1383,northwest,0
1384,northwest,0
1385,west,0
1386,central,0
1387,east,0
1388,east,0
1389,northwest,0
1390,northwest,0
1391,west,0
1392,west,0
1393,west,0
1394,northeast,0
1395,central,0
1396,northeast,0
1397,northwest,0
1398,northwest,0
1399,northwest,0
1400,east,0
1401,northwest,0
1402,northwest,0
1403,west,0
1404,,1
1405,northwest,0
1406,central,0
1407,northeast,0
1408,northwest,0
1409,northwest,0
1410,northeast,0
1411,west,0
1412,east,0
1413,west,0
1414,northwest,0
1415,northeast,0
1416,west,0
1417,northwest,0
1418,southwest,0
1419,east,0
1420,southeast,0
1421,northwest,0
1422,northwest,0
1423,northwest,0
1424,west,0
1425,northwest,0
1426,central,0
1427,northeast,0
1428,northeast,0
1429,northwest,0
1430,central,0
1431,northwest,0
1432,,1
1433,southwest,0
1434,northeast,0
1435,west,0
1436,central,0
1437,,1
1438,central,0
1439,northwest,0
1440,northwest,0
1441,northwest,0
1442,northeast,0
1443,central,0
1444,northeast,0
1445,,1
1446,west,0
1447,northeast,0
1448,west,0
1449,southeast,0
1450,west,0
1451,northwest,0
1452,northwest,0
1453,northeast,0
1454,northeast,0
1455,central,0
1456,northwest,0
1457,west,0
1458,west,0
1459,northwest,0
1460,west,0
1461,west,0
1462,west,0
1463,southwest,0
1464,west,0
1465,east,0
1466,east,0
1467,,1
1468,northwest,0
1469,east,0
1470,west,0
1471,central,0
1472,central,0
1473,west,0
1474,northwest,0
1475,northwest,0
1476,central,0
1477,northwest,0
1478,,1
1479,northeast,0
1480,east,0
1481,northwest,0
1482,northeast,0
1483,northwest,0
1484,southwest,0
1485,southeast,0
1486,west,0
1487,northwest,0
1488,northeast,0
1489,northeast,0
1490,east,0
1491,northeast,0
1492,east,0
1493,west,0
1494,northeast,0
1495,southeast,0
1496,southeast,0
1497,northwest,0
1498,northwest,0
1499,northwest,0
1500,southeast,0
1501,northwest,0
1502,northwest,0
1503,northwest,0
1504,,1
1505,west,0
1506,west,0
1507,northwest,0
1508,east,0
1509,west,0
1510,northwest,0
1511,central,0
1512,northeast,0
1513,west,0
1514,northwest,0
1515,southwest,0
1516,northeast,0
1517,west,0
1518,central,0
1519,,1
1520,northwest,0
1521,northwest,0
1522,northeast,0
1523,,1
1524,northeast,0
1525,central,0
1526,central,0
1527,northwest,0
1528,northwest,0
1529,southeast,0
1530,southeast,0
1531,northwest,0
1532,central,0
1533,northeast,0
1534,west,0
1535,central,0
1536,northeast,0
1537,west,0
1538,northwest,0
1539,northwest,0
1540,west,0
1541,central,0
1542,east,0
1543,northwest,0
1544,east,0
1545,east,0
1546,northeast,0
1547,west,0
1548,central,0
1549,northeast,0
1550,east,0
1551,,1
1552,east,0
1553,northwest,0
1554,northwest,0
1555,east,0
1556,southwest,0
1557,central,0
1558,southwest,0
1559,west,0
1560,southeast,0
1561,,1
1562,,1
1563,west,0
1564,east,0
1565,northwest,0
1566,,1
1567,east,0
1568,northwest,0
1569,northwest,0
1570,west,0
1571,northwest,0
1572,northwest,0
1573,northwest,0
1574,,1
1575,northeast,0
1576,east,0
1577,northeast,0
1578,west,0
1579,west,0
1580,southeast,0
1581,northeast,0
1582,northwest,0
1583,central,0
1584,northeast,0
1585,southwest,0
1586,northwest,0
1587,northeast,0
1588,central,0
1589,northwest,0
1590,northeast,0
1591,southeast,0
1592,,1
1593,central,0
1594,east,0
1595,southeast,0
1596,northwest,0
1597,west,0
1598,northwest,0
1599,southwest,0
1600,west,0
1601,east,0
1602,central,0
1603,central,0
1604,southwest,0
1605,northwest,0
1606,northwest,0
1607,northwest,0
1608,west,0
1609,west,0
1610,west,0
1611,west,0
1612,east,0
1613,southeast,0
1614,northeast,0
1615,west,0
1616,northwest,0
1617,,1
1618,east,0
1619,northeast,0
1620,southwest,0
1621,northwest,0
1622,east,0
1623,central,0
1624,southeast,0
1625,,1
1626,northwest,0
1627,west,0
1628,,1
1629,northwest,0
1630,,1
1631,northeast,0
1632,southwest,0
1633,west,0
1634,,1
1635,northeast,0
1636,northeast,0
1637,central,0
1638,,1
1639,northwest,0
1640,northwest,0
1641,,1
1642,west,0
1643,east,0
1644,east,0
1645,southwest,0
1646,,1
1647,northeast,0
1648,northeast,0
1649,,1
1650,northeast,0
1651,northwest,0
1652,central,0
1653,southwest,0
1654,northeast,0
1655,northeast,0
1656,east,0
1657,east,0
1658,northwest,0
1659,southwest,0
1660,central,0
1661,west,0
1662,northwest,0
1663,southeast,0
1664,northwest,0
1665,northwest,0
1666,west,0
1667,northeast,0
1668,northeast,0
1669,,1
1670,northwest,0
1671,east,0
1672,,1
1673,northwest,0
1674,east,0
1675,,1
1676,east,0
1677,west,0
1678,central,0
1679,southeast,0
1680,east,0
1681,southwest,0
1682,northwest,0
1683,west,0
1684,central,0
1685,southeast,0
1686,east,0
1687,east,0
1688,northwest,0
1689,west,0
1690,,1
1691,central,0
1692,west,0
1693,northwest,0
1694,east,0
1695,northwest,0
1696,northwest,0
1697,central,0
1698,southeast,0
1699,southwest,0
1700,northeast,0
1701,east,0
1702,west,0
1703,northeast,0
1704,northwest,0
1705,northwest,0
1706,northwest,0
1707,southwest,0
1708,west,0
1709,east,0
1710,west,0
1711,east,0
1712,west,0
1713,northeast,0
1714,northeast,0
1715,southeast,0
1716,northeast,0
1717,northeast,0
1718,northeast,0
1719,northwest,0
1720,northeast,0
1721,west,0
1722,northeast,0
1723,northwest,0
1724,southeast,0
1725,northeast,0
1726,central,0
1727,east,0
1728,central,0
1729,,1
1730,northwest,0
1731,central,0
1732,east,0
1733,central,0
1734,northeast,0
1735,northwest,0
1736,central,0
1737,northeast,0
1738,northeast,0
1739,southwest,0
1740,central,0
1741,northwest,0
1742,west,0
1743,,1
1744,northeast,0
1745,southwest,0
1746,,1
1747,central,0
1748,,1
1749,northeast,0
1750,central,0
1751,northwest,0
1752,west,0
1753,east,0
1754,west,0
1755,central,0
1756,northwest,0
1757,northeast,0
1758,northwest,0
1759,west,0
1760,central,0
1761,southeast,0
1762,west,0
1763,west,0
1764,northeast,0
1765,central,0
1766,northwest,0
1767,northeast,0
1768,west,0
1769,east,0
1770,northwest,0
1771,northeast,0
1772,northwest,0
1773,,1
1774,northwest,0
1775,west,0
1776,central,0
1777,southeast,0
1778,northeast,0
1779,,1
1780,northwest,0
1781,central,0
1782,northwest,0
1783,west,0
1784,,1
1785,,1
1786,east,0
1787,east,0
1788,east,0
1789,northeast,0
1790,,1
1791,northwest,0
1792,east,0
1793,northwest,0
1794,west,0
1795,east,0
1796,east,0
1797,east,0
1798,northeast,0
1799,east,0
1800,southwest,0
1801,east,0
1802,east,0
1803,northwest,0
1804,southeast,0
1805,northwest,0
1806,east,0
1807,northeast,0
1808,southeast,0
1809,west,0
1810,west,0
1811,west,0
1812,,1
1813,northeast,0
1814,southwest,0
1815,west,0
1816,northwest,0
1817,,1
1818,northwest,0
1819,west,0
1820,northwest,0
1821,central,0
1822,southeast,0
1823,northwest,0
1824,northwest,0
1825,west,0
1826,northwest,0
1827,west,0
1828,central,0
1829,southwest,0
1830,east,0
1831,west,0
1832,east,0
1833,west,0
1834,east,0
1835,northwest,0
1836,west,0
1837,northwest,0
1838,east,0
1839,,1
1840,west,0
1841,northwest,0
1842,central,0
1843,northwest,0
1844,west,0
1845,east,0
1846,east,0
1847,,1
1848,northwest,0
1849,,1
1850,west,0
1851,west,0
1852,northwest,0
1853,central,0
1854,,1
1855,west,0
1856,east,0
1857,northwest,0
1858,west,0
1859,west,0
1860,northwest,0
1861,southwest,0
1862,northwest,0
1863,northeast,0
1864,west,0
1865,northwest,0
1866,central,0
1867,east,0
1868,west,0
1869,east,0
1870,southwest,0
1871,northeast,0
1872,west,0
1873,west,0
1874,west,0
1875,northwest,0
1876,central,0
1877,west,0
1878,east,0
1879,northeast,0
1880,west,0
1881,west,0
1882,east,0
1883,east,0
1884,northwest,0
1885,northwest,0
1886,west,0
1887,southeast,0
1888,west,0
1889,central,0
1890,northwest,0
